"Gender.F","Zone.1","Zone.2","Zone.3","Zone.4","Zone.5","Zone.6","Class.1","Class.2","Class.3","Class.4","Class.5","Class.6","BonusClass.1","BonusClass.2","BonusClass.3","BonusClass.4","BonusClass.5","BonusClass.6","OwnersAge","VehiculeAge","Duration","NumberClaims","ClaimFrequency"
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0263157894736842,0.0505050505050505,0.934247,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0263157894736842,0.0303030303030303,1,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0263157894736842,0.0606060606060606,0.50137,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0263157894736842,0.0808080808080808,0.358904,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0263157894736842,0.151515151515152,0.983562,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0263157894736842,0.0303030303030303,1.816438,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0263157894736842,0.0606060606060606,0.378082,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0263157894736842,0.0404040404040404,2,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0263157894736842,0.0505050505050505,2.452055,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0263157894736842,0.111111111111111,0.40274,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0263157894736842,0.121212121212121,4.545205,1,0.220012078663119
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0263157894736842,0.191919191919192,1.854795,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0263157894736842,0.0808080808080808,0.542466,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0263157894736842,0.141414141414141,0.326027,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0263157894736842,0.151515151515152,2,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0263157894736842,0.151515151515152,0.4,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0263157894736842,0.0808080808080808,5.39726,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0263157894736842,0.0808080808080808,4.945205,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0263157894736842,0.161616161616162,0.956164,0,0
0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0263157894736842,0.141414141414141,1.616438,0,0
1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0394736842105263,0.121212121212121,1,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.171717171717172,0.432877,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0394736842105263,0.171717171717172,0.99726,0,0
1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.464646464646465,0.821918,0,0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0394736842105263,0.464646464646465,0.150685,0,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0394736842105263,0.161616161616162,1,0,0
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.0707070707070707,0.923288,0,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0394736842105263,0.141414141414141,0.252055,0,0
1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0394736842105263,0.0303030303030303,1,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.0707070707070707,0.317808,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0394736842105263,0.0505050505050505,0.49589,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.0909090909090909,0.775342,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0394736842105263,0.101010101010101,0.879452,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0394736842105263,0.0404040404040404,1.065753,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.121212121212121,0.386301,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.151515151515152,0.252055,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0394736842105263,0.0707070707070707,0.906849,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0394736842105263,0.0808080808080808,0.060274,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0394736842105263,0.111111111111111,0.690411,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0394736842105263,0.141414141414141,0.649315,0,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0394736842105263,0.0707070707070707,0.024658,0,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0394736842105263,0.0505050505050505,0.024658,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.0404040404040404,0.605479,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.0909090909090909,0.668493,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.0707070707070707,2.035616,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.0808080808080808,0.00274,0,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0394736842105263,0.0202020202020202,0.443836,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0394736842105263,0.131313131313131,0.476712,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.0505050505050505,1.306849,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0394736842105263,0.0808080808080808,2.139726,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.292929292929293,0.550685,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0394736842105263,0.111111111111111,0.780822,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.131313131313131,3.405479,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.171717171717172,2.189041,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0394736842105263,0,0.446575,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.0505050505050505,0.964384,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.111111111111111,0.271233,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.121212121212121,0.556164,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0394736842105263,0.121212121212121,3.482192,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.151515151515152,1.249315,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.161616161616162,1.339726,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.191919191919192,0.413699,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0394736842105263,0.212121212121212,0.49589,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0394736842105263,0.0606060606060606,0.49589,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0394736842105263,0.191919191919192,0.479452,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0394736842105263,0.111111111111111,0.909589,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0394736842105263,0.141414141414141,0.279452,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0394736842105263,0.0101010101010101,0.00274,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0394736842105263,0.0404040404040404,0.49863,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0394736842105263,0.0909090909090909,0.989041,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0394736842105263,0.101010101010101,0.484932,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0394736842105263,0.161616161616162,0.249315,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.0707070707070707,0.389041,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0394736842105263,0.171717171717172,1,0,0
1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.161616161616162,0.424658,0,0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0526315789473684,0.171717171717172,0.00274,0,0
1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.121212121212121,1,0,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0526315789473684,0.151515151515152,0.49863,0,0
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0526315789473684,0.141414141414141,0.750685,0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0526315789473684,0.111111111111111,0.479452,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0526315789473684,0.121212121212121,1,0,0
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.0303030303030303,1.454795,0,0
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.0404040404040404,0.213699,0,0
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.0505050505050505,1.860274,1,0.537555220360011
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.111111111111111,0.876712,0,0
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.141414141414141,1.123288,0,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0526315789473684,0.0808080808080808,1.243836,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0526315789473684,0.131313131313131,0.468493,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0526315789473684,0.0202020202020202,0.443836,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.151515151515152,1.046575,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.0101010101010101,1.926027,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0526315789473684,0.151515151515152,0.978082,0,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0526315789473684,0.0202020202020202,0.09589,0,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0526315789473684,0.0909090909090909,0.865753,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0526315789473684,0.0404040404040404,0.019178,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0526315789473684,0.101010101010101,0.558904,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0526315789473684,0.0303030303030303,0.027397,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0526315789473684,0.0505050505050505,1.882192,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0526315789473684,0.131313131313131,0.317808,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.171717171717172,1.00274,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0526315789473684,0.303030303030303,0.723288,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.111111111111111,3.70411,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0526315789473684,0.171717171717172,1,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0526315789473684,0.212121212121212,0.49589,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0526315789473684,0,0.416438,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0526315789473684,0.0303030303030303,1.063014,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.101010101010101,0.830137,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0526315789473684,0.121212121212121,0.50137,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.141414141414141,3.347945,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.161616161616162,3.315068,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.181818181818182,0.460274,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.242424242424242,1.00274,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0526315789473684,0.0303030303030303,0.983562,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0526315789473684,0.0404040404040404,0.484932,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0526315789473684,0.121212121212121,0.468493,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0526315789473684,0.202020202020202,0.49589,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0526315789473684,0.0303030303030303,0.271233,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0526315789473684,0.141414141414141,1.832877,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0526315789473684,0.151515151515152,1.394521,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0526315789473684,0.121212121212121,0.410959,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0526315789473684,0.151515151515152,1.29863,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0526315789473684,0.101010101010101,0.630137,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0526315789473684,0.111111111111111,0.975342,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0526315789473684,0.0606060606060606,0.00274,0,0
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0526315789473684,0.141414141414141,0.512329,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0526315789473684,0.0707070707070707,0.50411,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.373737373737374,0.186301,0,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0526315789473684,0.0202020202020202,0.989041,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0657894736842105,0.484848484848485,1,0,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0657894736842105,0.0909090909090909,0.369863,0,0
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0657894736842105,0.0909090909090909,0.178082,0,0
1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0657894736842105,0.0101010101010101,0.471233,0,0
1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0657894736842105,0.0808080808080808,0.221918,0,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0657894736842105,0.161616161616162,1.008219,0,0
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0657894736842105,0.0808080808080808,0.50411,0,0
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0657894736842105,0,0.452055,0,0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0657894736842105,0.0808080808080808,1,0,0
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0657894736842105,0.141414141414141,0.487671,0,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0657894736842105,0.0808080808080808,0.956164,0,0
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0657894736842105,0.0101010101010101,0.961644,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0657894736842105,0.131313131313131,0.213699,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0657894736842105,0,0.10137,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0657894736842105,0.0606060606060606,0.454795,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0657894736842105,0.0505050505050505,1,0,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0657894736842105,0.191919191919192,0.049315,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0657894736842105,0.0404040404040404,0.413699,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0657894736842105,0.121212121212121,0.589041,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0657894736842105,0.141414141414141,0.947945,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0657894736842105,0,0.035616,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0657894736842105,0.0707070707070707,0.99726,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0657894736842105,0.0101010101010101,1.375342,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0657894736842105,0.0909090909090909,0.00274,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0657894736842105,0.101010101010101,0.169863,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0657894736842105,0.121212121212121,0.49863,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0657894736842105,0.181818181818182,0.747945,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0657894736842105,0.0101010101010101,1.156164,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0657894736842105,0.0505050505050505,0.068493,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0657894736842105,0.0606060606060606,0.00274,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0657894736842105,0.0606060606060606,0.509589,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0657894736842105,0.151515151515152,1.219178,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0657894736842105,0.202020202020202,0.934247,0,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0657894736842105,0.0202020202020202,1,0,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0657894736842105,0.0303030303030303,0.249315,0,0
