OwnersAge,Gender,Zone,Class,VehiculeAge,BonusClass,Duration,NumberClaims,ClaimCost
17,K,2,2,13,2,0.134247,0,0
17,K,2,3,15,1,0.249315,0,0
17,K,2,3,23,2,0.312329,0,0
17,K,3,1,5,1,0.435616,0,0
17,K,3,1,16,1,1.00274,0,0
17,K,3,1,18,1,1.972603,0,0
17,K,3,2,11,1,0.460274,0,0
17,K,3,3,8,1,0.493151,0,0
17,K,4,1,3,3,0.49589,0,0
17,K,4,1,7,1,0.493151,0,0
17,K,4,1,11,2,0.432877,0,0
17,K,4,1,14,1,0.49589,0,0
17,K,4,1,14,2,0.50411,0,0
17,K,4,1,15,2,0.49863,0,0
17,K,4,1,15,3,0.032877,0,0
17,K,4,1,17,1,1.041096,0,0
17,K,4,1,17,2,0.39726,0,0
17,K,4,1,18,1,0.679452,0,0
17,K,4,1,18,2,0.50137,0,0
17,K,4,1,19,1,0.994521,0,0
17,K,4,2,0,2,0.038356,0,0
17,K,4,2,5,1,0.334247,0,0
17,K,4,2,10,1,0.487671,0,0
17,K,4,2,11,1,0.969863,0,0
17,K,4,2,11,2,0.583562,0,0
17,K,4,2,13,2,0.747945,0,0
17,K,4,2,13,3,0.252055,0,0
17,K,4,2,14,1,1.158904,0,0
17,K,4,2,17,1,0.254795,0,0
17,K,4,3,3,1,0.471233,0,0
17,K,4,3,4,1,1,0,0
17,K,4,3,8,1,0.191781,0,0
17,K,4,3,9,1,0.509589,0,0
17,K,4,3,10,1,1,0,0
17,K,4,3,15,1,0.071233,0,0
17,K,5,3,9,1,0,0,0
17,K,6,1,12,1,0.465753,0,0
17,K,6,2,11,1,0.252055,0,0
17,M,1,1,1,1,0.928767,0,0
17,M,1,1,2,1,0.50137,0,0
17,M,1,1,2,2,0.008219,0,0
17,M,1,1,4,4,0.408219,0,0
17,M,1,1,7,1,0.830137,0,0
17,M,1,1,8,1,0.410959,0,0
17,M,1,1,9,1,0.345205,0,0
17,M,1,1,10,1,0.49589,0,0
17,M,1,1,14,1,0.50137,0,0
17,M,1,1,14,2,0.50137,0,0
17,M,1,1,16,4,0.027397,0,0
17,M,1,1,46,1,0.419178,0,0
17,M,1,2,8,1,0.59726,0,0
17,M,1,2,8,3,0.205479,0,0
17,M,1,2,9,1,0.221918,0,0
17,M,1,2,10,1,0.383562,1,12810
17,M,1,2,14,1,0.49863,0,0
17,M,1,3,3,1,2.153425,0,0
17,M,1,3,3,2,0.183562,0,0
17,M,1,3,4,1,0.750685,0,0
17,M,1,3,4,2,0.260274,0,0
17,M,1,3,5,1,0.421918,0,0
17,M,1,3,7,1,1.520548,0,0
17,M,1,3,7,2,0.893151,0,0
17,M,1,3,8,1,0,0,0
17,M,1,3,9,1,0,0,0
17,M,2,1,0,2,0.452055,0,0
17,M,2,1,2,1,0.958904,0,0
17,M,2,1,5,1,2.556164,0,0
17,M,2,1,6,1,1.013699,0,0
17,M,2,1,7,1,3.115068,0,0
17,M,2,1,7,2,1.010959,0,0
17,M,2,1,7,3,0.531507,0,0
17,M,2,1,8,1,0.994521,0,0
17,M,2,1,9,1,1.882192,0,0
17,M,2,1,10,1,1.252055,0,0
17,M,2,1,12,1,2.854795,0,0
17,M,2,1,13,1,0.380822,0,0
17,M,2,1,14,1,1.079452,0,0
17,M,2,1,16,1,0.958904,0,0
17,M,2,1,19,1,0.936986,0,0
17,M,2,2,6,1,0.353425,0,0
17,M,2,2,7,1,1.205479,0,0
17,M,2,2,9,1,0.473973,0,0
17,M,2,2,9,2,0,0,0
17,M,2,2,10,1,1.430137,0,0
17,M,2,2,10,2,0.580822,0,0
17,M,2,2,11,1,1.452055,1,5000
17,M,2,2,11,2,0.50137,0,0
17,M,2,2,13,1,0.545205,0,0
17,M,2,2,13,2,0.391781,0,0
17,M,2,2,14,1,1,0,0
17,M,2,3,3,1,0.756164,0,0
17,M,2,3,3,2,0.235616,0,0
17,M,2,3,4,1,0.493151,0,0
17,M,2,3,5,1,1.473973,0,0
17,M,2,3,5,2,0.838356,0,0
17,M,2,3,5,3,0.2,0,0
17,M,2,3,6,1,1.139726,0,0
17,M,2,3,7,1,1.079452,0,0
17,M,2,3,7,3,0.750685,0,0
17,M,2,3,7,4,0.252055,0,0
17,M,2,3,8,1,1,0,0
17,M,2,3,8,2,0.917808,0,0
17,M,2,3,9,1,0.783562,1,8000
17,M,2,3,10,1,2.246575,0,0
17,M,2,3,11,1,0,0,0
17,M,2,4,6,1,0.128767,0,0
17,M,3,1,1,1,1.369863,0,0
17,M,3,1,4,1,0.630137,0,0
17,M,3,1,5,1,1.383562,0,0
17,M,3,1,6,1,0.975342,0,0
17,M,3,1,6,2,0.342466,0,0
17,M,3,1,7,1,4.128767,0,0
17,M,3,1,7,2,0.183562,1,15000
17,M,3,1,8,1,2.490411,0,0
17,M,3,1,9,1,0.961644,0,0
17,M,3,1,10,1,0.106849,0,0
17,M,3,1,11,1,0.49589,0,0
17,M,3,1,11,2,0.50411,0,0
17,M,3,1,12,1,2.536986,0,0
17,M,3,1,12,2,0.010959,0,0
17,M,3,1,13,1,0.980822,0,0
17,M,3,1,13,2,0.279452,0,0
17,M,3,1,14,1,1.769863,0,0
17,M,3,1,15,1,0.263014,0,0
17,M,3,1,16,1,3.369863,0,0
17,M,3,1,17,1,1.50137,0,0
17,M,3,1,17,2,0.50137,0,0
17,M,3,1,18,1,0.276712,0,0
17,M,3,2,3,1,0.589041,0,0
17,M,3,2,3,2,0.657534,0,0
17,M,3,2,4,1,0.216438,0,0
17,M,3,2,6,1,0.975342,0,0
17,M,3,2,6,2,0.432877,0,0
17,M,3,2,8,2,0.50137,0,0
17,M,3,2,10,1,1,0,0
17,M,3,2,11,1,1.252055,0,0
17,M,3,2,12,1,4.791781,0,0
17,M,3,2,12,2,0.99726,0,0
17,M,3,2,13,1,0.454795,0,0
17,M,3,2,14,1,0.734247,0,0
17,M,3,2,15,1,1.413699,0,0
17,M,3,2,16,1,0.945205,0,0
17,M,3,2,17,4,0.430137,0,0
17,M,3,3,3,2,1,0,0
17,M,3,3,3,3,0.161644,0,0
17,M,3,3,4,1,3.810959,1,15122
17,M,3,3,4,2,0.010959,0,0
17,M,3,3,5,1,2.638356,1,822
17,M,3,3,5,2,0.742466,0,0
17,M,3,3,6,1,1.441096,0,0
17,M,3,3,7,1,2.147945,0,0
17,M,3,3,7,2,1.50411,0,0
17,M,3,3,8,1,1.446575,0,0
17,M,3,3,8,2,0.821918,0,0
17,M,3,3,9,1,0.457534,0,0
17,M,3,3,10,1,0.969863,0,0
17,M,3,3,12,1,0.50411,0,0
17,M,3,3,13,1,0.539726,0,0
17,M,3,5,3,1,0.243836,0,0
17,M,4,1,0,1,0.60274,0,0
17,M,4,1,0,2,0.493151,0,0
17,M,4,1,1,1,1.446575,0,0
17,M,4,1,1,2,0.465753,0,0
17,M,4,1,2,1,2.821918,0,0
17,M,4,1,2,2,0.4,0,0
17,M,4,1,3,1,4.380822,0,0
17,M,4,1,4,1,4.243836,0,0
17,M,4,1,4,2,1.232877,0,0
17,M,4,1,5,1,2.939726,0,0
17,M,4,1,5,2,1.027397,0,0
17,M,4,1,6,1,7.358904,0,0
17,M,4,1,6,2,1.106849,1,6685
17,M,4,1,7,1,4.969863,0,0
17,M,4,1,7,2,0.558904,0,0
17,M,4,1,8,1,3.810959,0,0
17,M,4,1,8,2,1,0,0
17,M,4,1,8,4,0.926027,0,0
17,M,4,1,9,1,1.438356,0,0
17,M,4,1,9,2,1,0,0
17,M,4,1,10,1,3.079452,0,0
17,M,4,1,11,1,3.876712,0,0
17,M,4,1,11,2,0.279452,0,0
17,M,4,1,12,1,7.660274,0,0
17,M,4,1,12,2,1.50137,0,0
17,M,4,1,13,1,2.726027,0,0
17,M,4,1,13,2,0.238356,0,0
17,M,4,1,13,3,0.49589,0,0
17,M,4,1,14,1,1.665753,0,0
17,M,4,1,15,1,3.334247,0,0
17,M,4,1,15,2,0.50137,0,0
17,M,4,1,16,1,4.857534,0,0
17,M,4,1,16,2,0,0,0
17,M,4,1,17,1,3.306849,0,0
17,M,4,1,18,1,0.972603,0,0
17,M,4,1,19,1,0.950685,0,0
17,M,4,1,24,1,0.805479,0,0
17,M,4,1,28,1,1.194521,0,0
17,M,4,1,40,1,0.460274,0,0
17,M,4,1,43,1,1,0,0
17,M,4,2,4,1,0.49589,0,0
17,M,4,2,5,2,0.547945,0,0
17,M,4,2,6,1,0.49863,0,0
17,M,4,2,6,2,0.50137,0,0
17,M,4,2,7,1,3.983562,0,0
17,M,4,2,7,2,0.252055,0,0
17,M,4,2,8,1,3.547945,0,0
17,M,4,2,8,2,0.750685,0,0
17,M,4,2,8,3,0.50137,0,0
17,M,4,2,9,1,5.989041,0,0
17,M,4,2,9,2,1.287671,0,0
17,M,4,2,10,1,6.482192,0,0
17,M,4,2,10,2,2.868493,0,0
17,M,4,2,11,1,5.465753,0,0
17,M,4,2,11,2,0.594521,0,0
17,M,4,2,12,1,10.97534,0,0
17,M,4,2,12,2,0.232877,0,0
17,M,4,2,13,1,3.175342,0,0
17,M,4,2,13,2,2.421918,0,0
17,M,4,2,14,1,4.482192,0,0
17,M,4,2,14,2,1.008219,0,0
17,M,4,2,15,1,4.635616,0,0
17,M,4,2,15,2,0.136986,0,0
17,M,4,2,16,1,3.389041,0,0
17,M,4,2,17,3,0.989041,0,0
17,M,4,2,18,1,0.906849,0,0
17,M,4,2,18,2,0.024658,0,0
17,M,4,3,0,2,0.40274,0,0
17,M,4,3,3,1,4.10137,0,0
17,M,4,3,3,2,0.268493,0,0
17,M,4,3,4,1,5.10137,0,0
17,M,4,3,4,2,1.128767,0,0
17,M,4,3,4,3,0.016438,0,0
17,M,4,3,5,1,6.528767,0,0
17,M,4,3,5,2,0,0,0
17,M,4,3,6,1,6.147945,0,0
17,M,4,3,6,2,0.745205,0,0
17,M,4,3,7,1,5.29863,0,0
17,M,4,3,7,2,1.564384,0,0
17,M,4,3,7,3,0.249315,0,0
17,M,4,3,8,1,8.386301,0,0
17,M,4,3,8,2,1.252055,0,0
17,M,4,3,8,3,0.569863,0,0
17,M,4,3,9,1,2.646575,0,0
17,M,4,3,9,2,0,0,0
17,M,4,3,10,1,4.961644,0,0
17,M,4,3,10,2,1.419178,0,0
17,M,4,3,11,1,0.49863,0,0
17,M,4,3,11,2,0.50137,0,0
17,M,4,3,12,1,0.961644,0,0
17,M,4,3,13,1,1.161644,0,0
17,M,4,3,14,2,0.254795,0,0
17,M,4,3,19,1,0.553425,0,0
17,M,4,3,19,2,0.446575,0,0
17,M,4,4,1,1,0.016438,1,20500
17,M,4,5,12,1,0.134247,0,0
17,M,4,6,8,1,0.424658,0,0
17,M,4,7,10,1,0.210959,0,0
17,M,5,1,8,1,0.986301,0,0
17,M,5,1,17,1,0.936986,0,0
17,M,5,1,18,1,0.926027,0,0
17,M,5,2,8,1,1.00274,0,0
17,M,5,2,10,1,0.482192,0,0
17,M,5,2,13,1,0.89863,0,0
17,M,5,2,13,2,0.079452,0,0
17,M,5,2,14,1,0.405479,0,0
17,M,5,3,11,1,0.969863,0,0
17,M,6,1,2,1,0.863014,0,0
17,M,6,1,4,1,0.553425,0,0
17,M,6,1,4,2,0.317808,0,0
17,M,6,1,23,1,1,0,0
17,M,6,2,7,1,0.452055,0,0
17,M,6,2,9,1,1.175342,0,0
17,M,6,2,9,2,0.038356,0,0
17,M,6,2,11,1,1.216438,0,0
17,M,6,2,12,1,0.454795,0,0
17,M,6,2,13,1,1,0,0
17,M,6,2,15,1,0.980822,0,0
17,M,6,3,5,1,0.372603,0,0
17,M,6,3,7,1,0.750685,0,0
17,M,6,3,7,2,0.172603,0,0
17,M,6,3,8,1,1.747945,0,0
17,M,6,3,8,2,1.057534,0,0
17,M,6,3,10,1,0.989041,0,0
17,M,6,6,7,1,0.150685,0,0
17,M,7,1,12,1,0.934247,0,0
17,M,7,1,19,1,0.506849,0,0
17,M,7,2,12,1,0.986301,0,0
17,M,7,2,12,2,0.139726,0,0
17,M,7,3,4,1,0.00274,0,0
18,K,1,1,8,2,1,0,0
18,K,1,2,11,2,0.778082,0,0
18,K,1,3,9,3,0.49863,0,0
18,K,1,3,9,4,0.50137,0,0
18,K,2,1,11,1,0.928767,0,0
18,K,2,1,12,1,0.49863,0,0
18,K,2,3,24,2,0.756164,0,0
18,K,3,1,4,1,0.649315,0,0
18,K,3,1,6,1,0.49589,0,0
18,K,3,1,6,2,0.50411,0,0
18,K,3,1,10,1,0.953425,0,0
18,K,3,1,16,2,0.150685,0,0
18,K,3,1,17,1,1,0,0
18,K,3,1,19,2,2,0,0
18,K,3,1,27,1,0.994521,0,0
18,K,3,1,38,1,0.106849,0,0
18,K,3,2,12,1,0.994521,0,0
18,K,3,2,15,1,0.534247,0,0
18,K,3,3,7,2,0.931507,0,0
18,K,3,3,7,3,0.071233,0,0
18,K,3,3,12,1,1,0,0
18,K,3,3,12,2,0.753425,0,0
18,K,3,5,13,1,0.235616,0,0
18,K,3,6,16,5,0,0,0
18,K,4,1,8,1,0.49589,0,0
18,K,4,1,13,1,0.923288,0,0
18,K,4,1,15,1,0.827397,0,0
18,K,4,1,15,2,0.49589,0,0
18,K,4,1,16,3,0.29589,0,0
18,K,4,1,17,1,0.649315,0,0
18,K,4,1,18,1,1.49589,0,0
18,K,4,1,18,2,0.50411,0,0
18,K,4,1,19,1,0,0,0
18,K,4,1,19,2,0.49863,0,0
18,K,4,1,19,3,0.50137,0,0
18,K,4,1,20,2,1,0,0
18,K,4,2,1,2,0.958904,0,0
18,K,4,2,11,1,0.994521,0,0
18,K,4,2,14,3,0.4,0,0
18,K,4,2,15,2,1,0,0
18,K,4,2,16,1,0.169863,1,2284
18,K,4,2,21,1,0.49863,0,0
18,K,4,3,1,1,0.189041,0,0
18,K,4,3,4,1,0.20274,0,0
18,K,4,3,5,1,0.931507,0,0
18,K,4,3,8,1,0.509589,0,0
18,K,4,3,10,1,1,0,0
18,K,4,3,11,1,0.846575,0,0
18,K,4,3,11,2,0.093151,0,0
18,K,4,3,13,1,0.391781,0,0
18,K,5,3,14,4,0.424658,0,0
18,K,6,2,12,1,0.526027,0,0
18,K,6,2,13,1,0.980822,0,0
18,K,6,2,13,2,0,0,0
18,K,6,3,16,4,0.49863,0,0
18,K,6,4,13,2,0.405479,0,0
18,K,6,5,2,1,0.224658,0,0
18,M,1,1,2,2,1,0,0
18,M,1,1,3,2,0.361644,0,0
18,M,1,1,5,1,1.446575,0,0
18,M,1,1,5,5,0.227397,0,0
18,M,1,1,6,1,0.126027,0,0
18,M,1,1,8,2,1,0,0
18,M,1,1,10,1,0.969863,0,0
18,M,1,1,15,2,0.49863,0,0
18,M,1,2,7,2,0.49589,0,0
18,M,1,2,7,3,0.252055,0,0
18,M,1,2,9,1,0.939726,0,0
18,M,1,2,10,3,0.246575,0,0
18,M,1,2,11,1,0.591781,0,0
18,M,1,2,11,2,0.610959,0,0
18,M,1,2,11,3,0.00274,0,0
18,M,1,2,12,1,0.224658,1,5100
18,M,1,2,13,1,0.421918,0,0
18,M,1,2,14,1,0.923288,0,0
18,M,1,2,14,2,0,0,0
18,M,1,2,17,1,0.928767,0,0
18,M,1,3,4,1,1.69589,0,0
18,M,1,3,4,2,0.30137,0,0
18,M,1,3,4,3,0.180822,0,0
18,M,1,3,4,5,0.449315,0,0
18,M,1,3,5,1,0.260274,0,0
18,M,1,3,5,2,0.739726,0,0
18,M,1,3,5,3,0.249315,0,0
18,M,1,3,6,1,0.449315,0,0
18,M,1,3,6,2,0,0,0
18,M,1,3,7,1,0.794521,0,0
18,M,1,3,8,1,0.580822,1,5929
18,M,1,3,8,3,0.287671,0,0
18,M,1,3,12,3,0.328767,0,0
18,M,1,3,14,1,0.463014,0,0
18,M,1,4,3,1,0.106849,1,14500
18,M,1,4,3,2,0.512329,0,0
18,M,1,5,9,1,0.063014,0,0
18,M,1,5,13,1,0.432877,0,0
18,M,2,1,1,2,0.49589,0,0
18,M,2,1,2,2,1.742466,0,0
18,M,2,1,2,3,0.013699,0,0
18,M,2,1,3,1,0.405479,0,0
18,M,2,1,4,2,0.49589,0,0
18,M,2,1,4,3,0.520548,0,0
18,M,2,1,6,1,1.630137,0,0
18,M,2,1,6,2,1.00274,0,0
18,M,2,1,7,1,1.835616,0,0
18,M,2,1,7,2,1,0,0
18,M,2,1,8,1,2.457534,1,9616
18,M,2,1,8,2,2.50137,0,0
18,M,2,1,9,2,1.276712,0,0
18,M,2,1,10,1,1.89589,0,0
18,M,2,1,10,2,0.265753,0,0
18,M,2,1,11,1,1.709589,0,0
18,M,2,1,12,1,0.942466,0,0
18,M,2,1,13,1,0.964384,0,0
18,M,2,1,13,2,1,0,0
18,M,2,1,14,1,2.490411,0,0
18,M,2,1,15,1,1,0,0
18,M,2,1,16,1,0.441096,0,0
18,M,2,1,20,1,0.991781,0,0
18,M,2,1,20,2,1,0,0
18,M,2,1,38,1,0.523288,0,0
18,M,2,2,3,5,0.430137,0,0
18,M,2,2,6,2,0.523288,1,5800
18,M,2,2,8,1,0.523288,0,0
18,M,2,2,8,2,0.386301,0,0
18,M,2,2,9,1,0.884932,0,0
18,M,2,2,9,2,0,0,0
18,M,2,2,10,1,0.986301,0,0
18,M,2,2,10,2,0.20274,0,0
18,M,2,2,11,1,1.868493,0,0
18,M,2,2,11,2,0.572603,0,0
18,M,2,2,12,2,0.432877,0,0
18,M,2,2,12,3,0.410959,0,0
18,M,2,2,13,1,0.356164,0,0
18,M,2,2,13,2,1.10411,0,0
18,M,2,2,15,1,0.561644,0,0
18,M,2,2,17,1,0.493151,0,0
18,M,2,3,3,1,0.542466,0,0
18,M,2,3,3,2,0.641096,0,0
18,M,2,3,3,3,0.468493,0,0
18,M,2,3,3,4,0.682192,0,0
18,M,2,3,4,2,0.358904,0,0
18,M,2,3,4,3,0.265753,0,0
18,M,2,3,5,1,1.484932,0,0
18,M,2,3,5,2,0.49863,0,0
18,M,2,3,5,3,1.008219,0,0
18,M,2,3,6,1,1.035616,0,0
18,M,2,3,6,2,2.142466,0,0
18,M,2,3,6,3,0.40274,0,0
18,M,2,3,7,1,1.619178,0,0
18,M,2,3,7,2,0,0,0
18,M,2,3,8,1,0.136986,0,0
18,M,2,3,8,2,2.358904,0,0
18,M,2,3,8,3,0.665753,0,0
18,M,2,3,8,4,1,0,0
18,M,2,3,9,1,0.739726,0,0
18,M,2,3,9,3,1,0,0
18,M,2,3,11,1,0.789041,0,0
18,M,2,4,1,2,0.405479,0,0
18,M,2,4,3,5,0.030137,0,0
18,M,2,4,5,2,0.934247,0,0
18,M,2,4,7,1,0.791781,0,0
18,M,2,4,9,1,0.035616,0,0
18,M,2,4,9,2,0.065753,0,0
18,M,2,4,15,1,0.493151,0,0
18,M,2,5,15,1,0,0,0
18,M,2,5,15,2,0.353425,0,0
18,M,2,6,5,1,0.953425,0,0
18,M,2,7,6,4,0.010959,0,0
18,M,3,1,0,1,0.446575,0,0
18,M,3,1,2,2,1,0,0
18,M,3,1,3,1,1,0,0
18,M,3,1,3,3,0.49589,0,0
18,M,3,1,4,3,0.054795,0,0
18,M,3,1,5,1,1.00274,0,0
18,M,3,1,6,1,0.50137,0,0
18,M,3,1,6,2,1.194521,0,0
18,M,3,1,7,1,0.994521,0,0
18,M,3,1,7,2,0.936986,0,0
18,M,3,1,8,1,0.358904,0,0
18,M,3,1,8,2,1.378082,0,0
18,M,3,1,8,3,0.00274,0,0
18,M,3,1,9,1,1.438356,0,0
18,M,3,1,9,2,1.109589,0,0
18,M,3,1,11,2,1,0,0
18,M,3,1,11,3,0.386301,0,0
18,M,3,1,12,2,0.49589,0,0
18,M,3,1,14,2,1.405479,0,0
18,M,3,1,15,1,0.260274,0,0
18,M,3,1,16,1,1.145205,0,0
18,M,3,1,18,2,0.49863,0,0
18,M,3,1,18,3,0.50137,0,0
18,M,3,1,19,1,0.2,0,0
18,M,3,2,4,2,1.427397,0,0
18,M,3,2,4,3,0.252055,0,0
18,M,3,2,5,1,1,0,0
18,M,3,2,7,1,0.920548,1,12500
18,M,3,2,9,1,1.810959,0,0
18,M,3,2,9,2,0.972603,0,0
18,M,3,2,10,1,0.068493,0,0
18,M,3,2,11,1,0.493151,0,0
18,M,3,2,11,2,1,0,0
18,M,3,2,13,1,0.216438,0,0
18,M,3,2,13,2,2.00274,0,0
18,M,3,2,13,3,1.158904,0,0
18,M,3,2,14,1,0.50411,0,0
18,M,3,2,14,2,0.835616,0,0
18,M,3,2,15,1,0.983562,0,0
18,M,3,2,15,2,0.589041,0,0
18,M,3,2,16,1,0.49863,0,0
18,M,3,2,16,2,0.99726,0,0
18,M,3,3,3,1,1.816438,0,0
18,M,3,3,4,2,0.210959,0,0
18,M,3,3,4,3,0.027397,0,0
18,M,3,3,5,1,0.775342,0,0
18,M,3,3,5,2,2.005479,0,0
18,M,3,3,5,3,0.134247,0,0
18,M,3,3,6,1,1.687671,0,0
18,M,3,3,6,2,0.378082,0,0
18,M,3,3,6,3,0.238356,0,0
18,M,3,3,7,2,0.649315,0,0
18,M,3,3,8,1,2.035616,0,0
18,M,3,3,8,2,0.528767,0,0
18,M,3,3,8,3,0.556164,0,0
18,M,3,3,9,1,3.920548,0,0
18,M,3,3,10,1,0.178082,0,0
18,M,3,3,11,1,0.279452,0,0
18,M,3,3,14,1,0.043836,0,0
18,M,3,3,17,1,0.920548,0,0
18,M,3,3,17,2,0.156164,0,0
18,M,3,5,11,1,0.008219,0,0
18,M,3,5,15,1,0.016438,0,0
18,M,3,6,6,1,0.931507,0,0
18,M,3,6,7,2,0.172603,0,0
18,M,3,6,11,3,0.838356,0,0
18,M,3,7,5,1,0.024658,0,0
18,M,3,7,8,1,0.128767,0,0
18,M,4,1,1,1,0.391781,0,0
18,M,4,1,1,2,0.49589,0,0
18,M,4,1,1,3,0.50411,0,0
18,M,4,1,2,1,2.123288,0,0
18,M,4,1,2,2,1.260274,0,0
18,M,4,1,3,1,1.652055,0,0
18,M,4,1,3,2,3.430137,0,0
18,M,4,1,3,3,1.115068,0,0
18,M,4,1,4,1,1.975342,0,0
18,M,4,1,4,2,2,0,0
18,M,4,1,4,3,0.515068,0,0
18,M,4,1,4,4,0.405479,0,0
18,M,4,1,5,1,2.452055,0,0
18,M,4,1,5,2,0.876712,0,0
18,M,4,1,5,3,1.005479,0,0
18,M,4,1,6,1,0,0,0
18,M,4,1,6,2,3.40274,0,0
